Time,Server round,Accuracy aggregated,Accuracy std,Top5,Top1,Norm
4.36081,1,0.104671,90.84690418500787,0.20529363907771447,0.248352,[]
3.643305,2,0.270946,122.74286129954768,0.39682532150322525,0.485714,[]
3.363469,3,0.424003,141.81205872562458,0.5567271726627763,0.622352,[]
3.363228,4,0.551424,125.04978008777147,0.6391202901478035,0.652415,[]
3.299878,5,0.626282,101.73961863502338,0.6976287036836871,0.721627,[]
3.319133,6,0.63289,133.11258392804191,0.7250248750835654,0.753034,[]
3.339653,7,0.678504,88.51546475051691,0.73827760703315,0.75232,[]
3.316249,8,0.676833,192.26244433065966,0.7537282300036053,0.772566,[]
3.312622,9,0.706798,190.77696401819586,0.7782183767444654,0.796574,[]
3.284757,10,0.712115,173.9078779124166,0.7910970254488122,0.805782,[]
3.548456,11,0.741853,117.387509982962,0.8088555938157999,0.81978,[]
3.425593,12,0.745196,138.76039600692988,0.8178617182557858,0.837973,[]
3.304905,13,0.753019,98.5333826680075,0.8075147050180572,0.840114,[]
3.299079,14,0.757159,104.3559293955068,0.8295123624118705,0.851535,[]
3.319967,15,0.785492,110.7614102474323,0.8429739766333124,0.852919,[]
3.283007,16,0.797911,91.58955999457578,0.8336424679083271,0.85218,[]
3.316533,17,0.780175,103.77037149398666,0.8276157492506432,0.850259,[]
3.303101,18,0.772997,115.89489850722507,0.8404291209510463,0.852483,[]
3.378033,19,0.798063,94.4072428365536,0.8512291239338101,0.858291,[]
3.394161,20,0.794607,118.04359364234894,0.8558552890777438,0.87033,[]
3.338367,21,0.797076,107.86763879866844,0.8609722462429616,0.872875,[]
3.602364,22,0.814204,91.46359931688671,0.8635327670502712,0.869919,[]
3.303654,23,0.807368,90.50519322116273,0.8583284191156881,0.878462,[]
3.368615,24,0.766502,225.5998448581027,0.8626400506322478,0.876154,[]
3.321009,25,0.794873,110.10289505730537,0.8642074715230628,0.873993,[]
3.318159,26,0.797797,114.53693727352763,0.8643482069770524,0.872527,[]
3.30641,27,0.789366,124.94342719807234,0.8594228152243384,0.872308,[]
3.288801,28,0.807292,101.68215182616859,0.8647606100272703,0.888396,[]
3.349171,29,0.810254,110.34495910552505,0.8778287206666997,0.89357,[]
3.329945,30,0.810976,108.72224933287573,0.8731850712276618,0.887657,[]
3.332832,31,0.822218,100.96805187780933,0.8754772410040822,0.887324,[]
3.340547,32,0.812647,96.04596555816387,0.8695216933385346,0.880652,[]
3.318951,33,0.814242,115.28723910303343,0.8698482950597896,0.88651,[]
3.298658,34,0.823205,107.39221340488332,0.8717576155453562,0.883655,[]
3.635892,35,0.826054,115.24821039825304,0.8760556598447083,0.884615,[]
3.34219,36,0.84041,100.16057108463392,0.886478479260416,0.896154,[]
3.336507,37,0.837144,111.63373146141807,0.8853064203766934,0.895048,[]
3.349645,38,0.838625,89.41726622973886,0.8812757798914352,0.888807,[]
3.313794,39,0.838625,90.67219805430989,0.8837693598335573,0.891538,[]
3.308335,40,0.846373,89.27926691007269,0.8827105816335277,0.896219,[]
3.338906,41,0.850551,76.1615880874342,0.8778037803359198,0.89,[]
3.304954,42,0.852829,77.1465326505346,0.8856267360911959,0.900667,[]
3.333761,43,0.85526,81.0521282879111,0.8874643646481715,0.896219,[]
3.343761,44,0.848804,101.46845568944076,0.883375391694521,0.902891,[]
3.298269,45,0.855944,95.97826576887081,0.8916409952521279,0.902308,[]
3.296687,46,0.852829,92.335732519973,0.8922246168552622,0.901538,[]
3.324231,47,0.849373,93.51502553066005,0.8845188157066832,0.889548,[]
3.317864,48,0.85093,91.81986440852546,0.8859392565775586,0.890613,[]
3.304157,49,0.85131,88.73887254185732,0.8882556153484427,0.900961,[]
3.388745,50,0.852108,93.55618632672028,0.8885865977901013,0.906923,[]
